2018.02.14.02.36.16
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 21,3,388,29.97 | Score: 0.6367975;
Key: 1,3,419,8.74 | Score: 0.9488786;
Key: 11,3,488,5.14 | Score: 0.9217426;
Key: 15,3,428,1.2 | Score: 0.88493913;
Key: 19,3,500,13.17 | Score: 0.8120117;
Key: 20,3,129,20.42 | Score: 0.917878;
Key: 12,3,182,15.26 | Score: 0.9357353;
Key: 9,3,479,9.36 | Score: 0.9408589;
Key: 18,3,171,24.72 | Score: 0.92278403;
Key: 17,3,2,19.86 | Score: 0.8646397;
Key: 15,3,338,17.37 | Score: 0.88360006;
Key: 4,3,220,11.78 | Score: 0.95510894;
Key: 14,3,41,20.87 | Score: 0.93674594;
Key: 14,3,102,26.88 | Score: 0.9283443;
Key: 8,3,261,25.36 | Score: 0.95110244;
Key: 21,3,359,15.21 | Score: 0.5764631;
Key: 5,3,312,13.67 | Score: 0.9550976;
Key: 7,3,386,20.39 | Score: 0.95184183;
Key: 4,3,27,7.76 | Score: 0.9442285;
Key: 13,3,437,17.57 | Score: 0.90698355;
Key: 17,3,491,18.74 | Score: 0.8433885;
Key: 13,3,342,12.14 | Score: 0.906286;
Key: 16,3,294,26.0 | Score: 0.8861065;
Key: 5,3,151,2.4 | Score: 0.9514361;
Key: 10,3,200,16.58 | Score: 0.94531935;
0,0.8923328,0.95510894,4,3,220,11.78
Key: 4,3,220,11.78 | Score: 0.95510894;
Key: 5,3,312,13.67 | Score: 0.9550976;
Key: 7,3,386,20.39 | Score: 0.95184183;
Key: 5,3,151,2.4 | Score: 0.9514361;
Key: 8,3,261,25.36 | Score: 0.95110244;
Key: 1,3,419,8.74 | Score: 0.9488786;
Key: 10,3,200,16.58 | Score: 0.94531935;
Key: 4,3,27,7.76 | Score: 0.9442285;
Key: 9,3,479,9.36 | Score: 0.9408589;
Key: 14,3,41,20.87 | Score: 0.93674594;
Key: 12,3,182,15.26 | Score: 0.9357353;
Key: 14,3,102,26.88 | Score: 0.9283443;
Key: 18,3,171,24.72 | Score: 0.92278403;
Key: 10,3,261,18.55 | Score: 0.94353247;
Key: 5,3,252,11.52 | Score: 0.9546831;
Key: 5,3,216,11.03 | Score: 0.9543237;
Key: 5,3,164,7.95 | Score: 0.95251256;
Key: 10,3,185,17.02 | Score: 0.9450078;
Key: 5,3,310,12.99 | Score: 0.9548855;
Key: 6,3,273,10.28 | Score: 0.9538326;
Key: 3,3,263,7.64 | Score: 0.9528486;
Key: 10,3,210,19.28 | Score: 0.94566184;
Key: 9,3,154,16.38 | Score: 0.94357413;
Key: 4,3,236,13.97 | Score: 0.955889;
Key: 5,3,254,11.52 | Score: 0.95467526;
1,0.9471564,0.955889,4,3,236,13.97
Key: 4,3,236,13.97 | Score: 0.955889;
Key: 4,3,220,11.78 | Score: 0.95510894;
Key: 5,3,312,13.67 | Score: 0.9550976;
Key: 5,3,308,12.99 | Score: 0.9548855;
Key: 5,3,252,11.52 | Score: 0.9546831;
Key: 5,3,254,11.52 | Score: 0.95467526;
Key: 5,3,216,11.03 | Score: 0.9543237;
Key: 6,3,273,10.28 | Score: 0.9538326;
Key: 3,3,263,7.64 | Score: 0.9528486;
Key: 5,3,164,7.95 | Score: 0.95251256;
Key: 7,3,386,20.39 | Score: 0.95184183;
Key: 5,3,151,2.4 | Score: 0.9514361;
Key: 8,3,261,25.36 | Score: 0.95110244;
Key: 4,3,251,11.05 | Score: 0.9547588;
Key: 5,3,274,12.64 | Score: 0.954966;
Key: 5,3,247,12.34 | Score: 0.95505834;
Key: 5,3,237,11.87 | Score: 0.95478725;
Key: 5,3,231,10.89 | Score: 0.95464975;
Key: 5,3,243,10.82 | Score: 0.9544632;
Key: 4,3,264,10.78 | Score: 0.95475096;
Key: 4,3,224,12.26 | Score: 0.95514584;
Key: 5,3,263,9.81 | Score: 0.9547028;
Key: 4,3,246,10.32 | Score: 0.95467705;
Key: 5,3,247,12.34 | Score: 0.95505834;
Key: 5,3,249,11.93 | Score: 0.954858;
2,0.95424455,0.955889,4,3,236,13.97
Key: 4,3,236,13.97 | Score: 0.955889;
Key: 4,3,224,12.26 | Score: 0.95514584;
Key: 4,3,220,11.78 | Score: 0.95510894;
Key: 5,3,312,13.67 | Score: 0.9550976;
Key: 5,3,247,12.34 | Score: 0.95505834;
Key: 5,3,246,12.34 | Score: 0.9550681;
Key: 5,3,274,12.64 | Score: 0.954966;
Key: 5,3,308,12.99 | Score: 0.9548855;
Key: 5,3,249,11.93 | Score: 0.954858;
Key: 5,3,237,11.87 | Score: 0.95478725;
Key: 4,3,251,11.05 | Score: 0.9547588;
Key: 4,3,264,10.78 | Score: 0.95475096;
Key: 5,3,263,9.81 | Score: 0.9547028;
Key: 5,3,278,12.88 | Score: 0.95502883;
Key: 5,3,269,12.65 | Score: 0.95499545;
Key: 4,3,232,12.7 | Score: 0.9553404;
Key: 4,3,252,12.57 | Score: 0.9554727;
Key: 5,3,265,12.63 | Score: 0.9549778;
Key: 5,3,265,12.47 | Score: 0.95523906;
Key: 5,3,266,13.19 | Score: 0.9553962;
Key: 5,3,261,12.76 | Score: 0.9552076;
Key: 5,3,277,12.52 | Score: 0.9552764;
Key: 5,3,262,12.62 | Score: 0.954966;
Key: 4,3,255,12.91 | Score: 0.955568;
Key: 5,3,240,12.18 | Score: 0.9548324;
3,0.95509505,0.955889,4,3,236,13.97
Key: 4,3,236,13.97 | Score: 0.955889;
Key: 4,3,255,12.91 | Score: 0.955568;
Key: 4,3,252,12.57 | Score: 0.9554727;
Key: 5,3,266,13.19 | Score: 0.9553962;
Key: 4,3,232,12.7 | Score: 0.9553404;
Key: 5,3,277,12.52 | Score: 0.9552764;
Key: 5,3,265,12.47 | Score: 0.95523906;
Key: 5,3,261,12.76 | Score: 0.9552076;
Key: 4,3,224,12.26 | Score: 0.95514584;
Key: 4,3,220,11.78 | Score: 0.95510894;
Key: 5,3,312,13.67 | Score: 0.9550976;
Key: 5,3,246,12.34 | Score: 0.9550681;
Key: 5,3,247,12.34 | Score: 0.95505834;
Key: 5,3,260,12.71 | Score: 0.9551212;
Key: 4,3,241,13.19 | Score: 0.95560104;
Key: 4,3,254,12.6 | Score: 0.9555077;
Key: 4,3,238,12.41 | Score: 0.95533067;
Key: 4,3,236,12.17 | Score: 0.9552762;
Key: 5,3,253,12.88 | Score: 0.9549346;
Key: 5,3,252,12.64 | Score: 0.9550367;
Key: 4,3,251,13.24 | Score: 0.9556341;
Key: 4,3,241,12.72 | Score: 0.95538515;
Key: 4,3,243,13.14 | Score: 0.9555252;
Key: 5,3,266,12.87 | Score: 0.9550701;
Key: 4,3,254,12.6 | Score: 0.9555077;
4,0.955312,0.955889,4,3,236,13.97
Key: 4,3,236,13.97 | Score: 0.955889;
Key: 4,3,251,13.24 | Score: 0.9556341;
Key: 4,3,241,13.19 | Score: 0.95560104;
Key: 4,3,255,12.91 | Score: 0.955568;
Key: 4,3,243,13.14 | Score: 0.9555252;
Key: 4,3,254,12.6 | Score: 0.9555077;
Key: 4,3,254,12.6 | Score: 0.9555077;
Key: 4,3,252,12.57 | Score: 0.9554727;
Key: 5,3,266,13.19 | Score: 0.9553962;
Key: 4,3,241,12.72 | Score: 0.95538515;
Key: 4,3,232,12.7 | Score: 0.9553404;
Key: 4,3,238,12.41 | Score: 0.95533067;
Key: 5,3,277,12.52 | Score: 0.9552764;
Key: 4,3,249,12.63 | Score: 0.9552684;
