2018.02.11.00.29.18
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 5,3,52,9.51 | Score: 0.9424965;
Key: 7,3,267,3.49 | Score: 0.94955033;
Key: 19,3,368,25.98 | Score: 0.8088204;
Key: 1,3,243,3.76 | Score: 0.9474043;
Key: 20,3,231,24.1 | Score: 0.72983694;
Key: 17,3,388,5.59 | Score: 0.84351474;
Key: 18,3,222,2.1 | Score: 0.8549669;
Key: 2,3,311,7.74 | Score: 0.9514255;
Key: 12,3,453,19.94 | Score: 0.9213949;
Key: 21,3,126,7.22 | Score: 0.9135866;
Key: 5,3,228,4.64 | Score: 0.9534456;
Key: 21,3,286,9.88 | Score: 0.79096395;
Key: 8,3,228,14.65 | Score: 0.9503358;
Key: 6,3,203,17.23 | Score: 0.9549435;
Key: 16,3,130,10.42 | Score: 0.91936135;
Key: 17,3,452,1.73 | Score: 0.81760484;
Key: 13,3,32,3.37 | Score: 0.93133014;
Key: 20,3,254,22.83 | Score: 0.8142422;
Key: 20,3,365,5.04 | Score: 0.8204794;
Key: 13,3,482,8.77 | Score: 0.8989835;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 8,3,221,2.38 | Score: 0.944176;
Key: 15,3,200,18.23 | Score: 0.9310586;
Key: 17,3,86,28.41 | Score: 0.9264105;
Key: 16,3,431,7.51 | Score: 0.8724862;
0,0.8936873,0.9549435,6,3,203,17.23
Key: 6,3,203,17.23 | Score: 0.9549435;
Key: 5,3,228,4.64 | Score: 0.9534456;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 2,3,311,7.74 | Score: 0.9514255;
Key: 8,3,228,14.65 | Score: 0.9503358;
Key: 7,3,267,3.49 | Score: 0.94955033;
Key: 1,3,243,3.76 | Score: 0.9474043;
Key: 8,3,221,2.38 | Score: 0.944176;
Key: 5,3,52,9.51 | Score: 0.9424965;
Key: 13,3,32,3.37 | Score: 0.93133014;
Key: 15,3,200,18.23 | Score: 0.9310586;
Key: 17,3,86,28.41 | Score: 0.9264105;
Key: 12,3,453,19.94 | Score: 0.9213949;
Key: 7,3,319,7.74 | Score: 0.9518218;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 7,3,319,3.49 | Score: 0.94978666;
Key: 13,3,253,2.38 | Score: 0.90822965;
Key: 7,3,503,7.74 | Score: 0.9512189;
Key: 14,3,511,10.36 | Score: 0.88951546;
Key: 7,3,509,3.76 | Score: 0.9499149;
Key: 7,3,507,3.49 | Score: 0.9497707;
Key: 7,3,511,9.51 | Score: 0.9511628;
Key: 13,3,253,2.38 | Score: 0.90822965;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 5,3,247,9.51 | Score: 0.9542883;
1,0.9411199,0.9549435,6,3,203,17.23
Key: 6,3,203,17.23 | Score: 0.9549435;
Key: 5,3,247,9.51 | Score: 0.9542883;
Key: 5,3,228,4.64 | Score: 0.9534456;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 7,3,319,7.74 | Score: 0.9518218;
Key: 2,3,311,7.74 | Score: 0.9514255;
Key: 7,3,503,7.74 | Score: 0.9512189;
Key: 7,3,511,9.51 | Score: 0.9511628;
Key: 8,3,228,14.65 | Score: 0.9503358;
Key: 7,3,509,3.76 | Score: 0.9499149;
Key: 7,3,319,3.49 | Score: 0.94978666;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 7,3,511,7.74 | Score: 0.9511788;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 7,3,495,4.64 | Score: 0.9503376;
Key: 7,3,511,4.64 | Score: 0.9502774;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 7,3,319,7.74 | Score: 0.9518218;
Key: 7,3,511,7.74 | Score: 0.9511788;
2,0.95182633,0.9549435,6,3,203,17.23
Key: 6,3,203,17.23 | Score: 0.9549435;
Key: 5,3,247,9.51 | Score: 0.9542883;
Key: 5,3,228,4.64 | Score: 0.9534456;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 7,3,319,7.74 | Score: 0.9518218;
Key: 7,3,319,7.74 | Score: 0.9518218;
Key: 2,3,311,7.74 | Score: 0.9514255;
Key: 7,3,503,7.74 | Score: 0.9512189;
Key: 7,3,511,7.74 | Score: 0.9511788;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 7,3,511,4.64 | Score: 0.9502774;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 7,3,319,7.74 | Score: 0.9518218;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 6,3,493,10.36 | Score: 0.9533725;
Key: 7,3,495,4.64 | Score: 0.9503376;
Key: 7,3,511,10.36 | Score: 0.9511407;
Key: 6,3,495,10.36 | Score: 0.9533625;
Key: 6,3,495,10.36 | Score: 0.9533625;
3,0.9523425,0.9549435,6,3,203,17.23
Key: 6,3,203,17.23 | Score: 0.9549435;
Key: 5,3,247,9.51 | Score: 0.9542883;
Key: 5,3,228,4.64 | Score: 0.9534456;
