2018.02.12.07.06.47
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 17,3,487,1.04 | Score: 0.7956536;
Key: 4,3,118,10.52 | Score: 0.9529535;
Key: 8,3,443,23.87 | Score: 0.94728523;
Key: 8,3,460,4.13 | Score: 0.9454444;
Key: 5,3,10,8.64 | Score: 0.9496014;
Key: 3,3,267,2.49 | Score: 0.9515886;
Key: 6,3,368,2.67 | Score: 0.9523708;
Key: 9,3,453,26.44 | Score: 0.9426262;
Key: 16,3,233,28.01 | Score: 0.9221613;
Key: 12,3,76,28.92 | Score: 0.9343144;
Key: 15,3,361,28.33 | Score: 0.8922115;
Key: 5,3,106,9.11 | Score: 0.9486232;
Key: 16,3,201,18.88 | Score: 0.9294231;
Key: 9,3,329,8.13 | Score: 0.9423278;
Key: 17,3,472,1.94 | Score: 0.8148668;
Key: 8,3,217,11.42 | Score: 0.94969654;
Key: 9,3,224,23.4 | Score: 0.94885737;
Key: 14,3,272,27.39 | Score: 0.9189996;
Key: 7,3,209,23.15 | Score: 0.9542996;
Key: 10,3,314,1.75 | Score: 0.92792267;
Key: 20,3,407,4.87 | Score: 0.81677914;
Key: 5,3,186,24.42 | Score: 0.9579144;
Key: 10,3,273,10.79 | Score: 0.9398884;
Key: 4,3,232,10.38 | Score: 0.9544475;
Key: 14,3,178,29.63 | Score: 0.93366116;
Key: 17,3,391,24.16 | Score: 0.860249;
Key: 18,3,464,29.87 | Score: 0.8391083;
Key: 21,3,155,12.99 | Score: 0.91461915;
Key: 11,3,169,26.87 | Score: 0.93881375;
Key: 13,3,173,22.81 | Score: 0.9347326;
Key: 20,3,143,12.84 | Score: 0.9156313;
Key: 17,3,415,3.36 | Score: 0.85201925;
Key: 18,3,341,22.38 | Score: 0.82888347;
Key: 14,3,475,10.58 | Score: 0.89089674;
Key: 15,3,402,6.24 | Score: 0.878869;
Key: 2,3,77,25.48 | Score: 0.95471907;
Key: 9,3,182,8.48 | Score: 0.9459134;
Key: 11,3,131,22.49 | Score: 0.935427;
Key: 10,3,422,22.11 | Score: 0.9381902;
Key: 7,3,310,28.84 | Score: 0.9534443;
Key: 14,3,90,12.52 | Score: 0.92388254;
Key: 7,3,56,27.25 | Score: 0.9510026;
Key: 1,3,223,1.78 | Score: 0.9480469;
Key: 20,3,489,27.8 | Score: 0.6114616;
Key: 5,3,140,4.92 | Score: 0.9505089;
Key: 15,3,335,22.07 | Score: 0.88689446;
Key: 13,3,442,29.85 | Score: 0.9154492;
Key: 3,3,416,8.26 | Score: 0.9528697;
Key: 1,3,238,20.39 | Score: 0.9504928;
Key: 11,3,64,12.83 | Score: 0.92981243;
Key: 5,3,126,15.49 | Score: 0.95485014;
Key: 20,3,278,18.9 | Score: 0.8014705;
Key: 7,3,322,2.95 | Score: 0.9489153;
Key: 17,3,14,1.09 | Score: 0.9390089;
Key: 6,3,363,8.56 | Score: 0.95388025;
Key: 17,3,145,21.0 | Score: 0.9222681;
Key: 7,3,243,23.89 | Score: 0.9542616;
Key: 17,3,74,19.86 | Score: 0.9258501;
Key: 2,3,57,4.87 | Score: 0.94736475;
Key: 4,3,352,6.28 | Score: 0.95412844;
Key: 2,3,467,20.75 | Score: 0.95579535;
Key: 7,3,387,5.95 | Score: 0.9512709;
Key: 10,3,196,16.77 | Score: 0.94541836;
Key: 4,3,226,29.47 | Score: 0.95780516;
Key: 10,3,286,10.93 | Score: 0.93952936;
Key: 15,3,359,29.43 | Score: 0.89069456;
Key: 1,3,363,2.97 | Score: 0.9474969;
Key: 20,3,172,12.53 | Score: 0.9182391;
Key: 10,3,273,29.54 | Score: 0.94411844;
Key: 21,3,274,15.7 | Score: 0.7761956;
Key: 12,3,291,12.97 | Score: 0.9223485;
Key: 4,3,86,25.64 | Score: 0.95865726;
Key: 12,3,447,5.69 | Score: 0.910309;
Key: 17,3,221,16.81 | Score: 0.8979442;
Key: 16,3,215,9.89 | Score: 0.9085322;
Key: 14,3,97,17.54 | Score: 0.9252315;
Key: 5,3,442,1.16 | Score: 0.9533101;
Key: 10,3,392,8.32 | Score: 0.93484956;
Key: 3,3,410,2.26 | Score: 0.95331675;
Key: 21,3,353,4.62 | Score: 0.82363254;
Key: 1,3,485,25.23 | Score: 0.9484647;
Key: 11,3,296,21.82 | Score: 0.93647957;
Key: 21,3,447,21.22 | Score: 0.59621114;
Key: 1,3,24,25.05 | Score: 0.9449907;
Key: 16,3,327,9.25 | Score: 0.8738478;
Key: 6,3,180,9.77 | Score: 0.9528408;
Key: 12,3,311,8.21 | Score: 0.9165783;
Key: 8,3,408,11.76 | Score: 0.9484525;
Key: 19,3,194,9.92 | Score: 0.917326;
Key: 4,3,87,6.34 | Score: 0.9473703;
Key: 12,3,145,4.96 | Score: 0.9285209;
Key: 3,3,244,6.95 | Score: 0.95246905;
Key: 19,3,13,21.6 | Score: 0.9569904;
Key: 3,3,375,24.49 | Score: 0.956569;
Key: 2,3,488,29.48 | Score: 0.9530723;
Key: 18,3,478,16.75 | Score: 0.8415368;
Key: 7,3,385,3.17 | Score: 0.94938606;
Key: 21,3,450,6.4 | Score: 0.80815744;
Key: 16,3,426,15.35 | Score: 0.855463;
Key: 20,3,242,29.82 | Score: 0.7196457;
0,0.9134694,0.95865726,4,3,86,25.64
Key: 4,3,86,25.64 | Score: 0.95865726;
Key: 5,3,186,24.42 | Score: 0.9579144;
Key: 4,3,226,29.47 | Score: 0.95780516;
Key: 19,3,13,21.6 | Score: 0.9569904;
Key: 3,3,375,24.49 | Score: 0.956569;
Key: 2,3,467,20.75 | Score: 0.95579535;
Key: 5,3,126,15.49 | Score: 0.95485014;
Key: 2,3,77,25.48 | Score: 0.95471907;
Key: 4,3,232,10.38 | Score: 0.9544475;
Key: 7,3,209,23.15 | Score: 0.9542996;
Key: 7,3,243,23.89 | Score: 0.9542616;
Key: 4,3,352,6.28 | Score: 0.95412844;
Key: 6,3,363,8.56 | Score: 0.95388025;
Key: 7,3,310,28.84 | Score: 0.9534443;
Key: 3,3,410,2.26 | Score: 0.95331675;
Key: 5,3,442,1.16 | Score: 0.9533101;
Key: 2,3,488,29.48 | Score: 0.9530723;
Key: 4,3,118,10.52 | Score: 0.9529535;
Key: 3,3,416,8.26 | Score: 0.9528697;
Key: 6,3,180,9.77 | Score: 0.9528408;
Key: 3,3,244,6.95 | Score: 0.95246905;
Key: 6,3,368,2.67 | Score: 0.9523708;
Key: 3,3,267,2.49 | Score: 0.9515886;
Key: 7,3,387,5.95 | Score: 0.9512709;
Key: 7,3,56,27.25 | Score: 0.9510026;
Key: 5,3,140,4.92 | Score: 0.9505089;
Key: 1,3,238,20.39 | Score: 0.9504928;
Key: 8,3,217,11.42 | Score: 0.94969654;
Key: 5,3,10,8.64 | Score: 0.9496014;
Key: 7,3,385,3.17 | Score: 0.94938606;
Key: 7,3,322,2.95 | Score: 0.9489153;
Key: 9,3,224,23.4 | Score: 0.94885737;
Key: 5,3,106,9.11 | Score: 0.9486232;
Key: 1,3,485,25.23 | Score: 0.9484647;
Key: 8,3,408,11.76 | Score: 0.9484525;
Key: 1,3,223,1.78 | Score: 0.9480469;
Key: 1,3,363,2.97 | Score: 0.9474969;
Key: 4,3,87,6.34 | Score: 0.9473703;
Key: 2,3,57,4.87 | Score: 0.94736475;
Key: 8,3,443,23.87 | Score: 0.94728523;
Key: 9,3,182,8.48 | Score: 0.9459134;
Key: 8,3,460,4.13 | Score: 0.9454444;
Key: 10,3,196,16.77 | Score: 0.94541836;
Key: 1,3,24,25.05 | Score: 0.9449907;
Key: 10,3,273,29.54 | Score: 0.94411844;
Key: 9,3,453,26.44 | Score: 0.9426262;
Key: 9,3,329,8.13 | Score: 0.9423278;
Key: 10,3,272,10.79 | Score: 0.9399152;
Key: 10,3,286,10.93 | Score: 0.93952936;
Key: 17,3,14,1.09 | Score: 0.9390089;
Key: 3,3,339,2.37 | Score: 0.9525172;
Key: 5,3,293,13.19 | Score: 0.95523316;
Key: 5,3,255,13.21 | Score: 0.9551172;
Key: 4,3,222,14.09 | Score: 0.95580727;
Key: 5,3,277,17.9 | Score: 0.95626044;
Key: 5,3,252,8.24 | Score: 0.95398575;
Key: 5,3,209,17.41 | Score: 0.9565375;
Key: 6,3,225,16.9 | Score: 0.95507044;
Key: 4,3,426,11.99 | Score: 0.95498246;
Key: 3,3,249,19.08 | Score: 0.956883;
Key: 5,3,365,26.68 | Score: 0.95574385;
Key: 4,3,165,16.33 | Score: 0.9568247;
Key: 4,3,426,11.99 | Score: 0.95498246;
Key: 4,3,262,23.99 | Score: 0.9574706;
Key: 7,3,388,7.21 | Score: 0.9517397;
Key: 4,3,273,2.37 | Score: 0.95244765;
Key: 3,3,249,19.08 | Score: 0.956883;
Key: 4,3,196,9.0 | Score: 0.95381135;
Key: 6,3,257,10.43 | Score: 0.9539358;
Key: 4,3,403,14.09 | Score: 0.95546883;
Key: 6,3,252,6.74 | Score: 0.953307;
Key: 7,3,213,17.3 | Score: 0.95317394;
Key: 4,3,251,16.98 | Score: 0.95686555;
Key: 6,3,228,16.87 | Score: 0.9550248;
Key: 4,3,238,8.67 | Score: 0.95426846;
Key: 11,3,214,14.94 | Score: 0.9414544;
Key: 4,3,429,4.71 | Score: 0.9544942;
Key: 5,3,356,26.45 | Score: 0.955848;
Key: 5,3,360,15.55 | Score: 0.95534515;
Key: 3,3,310,15.74 | Score: 0.9560931;
Key: 4,3,363,5.77 | Score: 0.9539261;
Key: 4,3,280,11.68 | Score: 0.9549241;
Key: 5,3,231,21.89 | Score: 0.9573409;
Key: 5,3,190,3.91 | Score: 0.9526677;
Key: 4,3,389,24.79 | Score: 0.9567294;
Key: 4,3,324,9.32 | Score: 0.95417315;
Key: 4,3,424,16.87 | Score: 0.9561205;
Key: 6,3,376,15.0 | Score: 0.9537175;
Key: 3,3,357,29.47 | Score: 0.95646495;
Key: 7,3,133,25.2 | Score: 0.9538248;
Key: 3,3,327,4.6 | Score: 0.9521993;
Key: 3,3,289,4.04 | Score: 0.9521935;
Key: 5,3,326,2.83 | Score: 0.953428;
Key: 4,3,280,24.45 | Score: 0.9573714;
Key: 6,3,189,5.65 | Score: 0.9522319;
Key: 5,3,369,6.12 | Score: 0.9542549;
Key: 5,3,133,14.04 | Score: 0.95417434;
Key: 3,3,177,4.41 | Score: 0.9511647;
Key: 4,3,86,16.05 | Score: 0.9560173;
Key: 3,3,72,5.61 | Score: 0.947612;
1,0.952328,0.95865726,4,3,86,25.64
Key: 4,3,86,25.64 | Score: 0.95865726;
Key: 5,3,186,24.42 | Score: 0.9579144;
Key: 4,3,226,29.47 | Score: 0.95780516;
Key: 4,3,262,23.99 | Score: 0.9574706;
Key: 4,3,280,24.45 | Score: 0.9573714;
Key: 5,3,231,21.89 | Score: 0.9573409;
Key: 19,3,13,21.6 | Score: 0.9569904;
Key: 3,3,249,19.08 | Score: 0.956883;
Key: 3,3,249,19.08 | Score: 0.956883;
Key: 4,3,251,16.98 | Score: 0.95686555;
Key: 4,3,165,16.33 | Score: 0.9568247;
Key: 4,3,389,24.79 | Score: 0.9567294;
Key: 3,3,375,24.49 | Score: 0.956569;
Key: 5,3,209,17.41 | Score: 0.9565375;
Key: 3,3,357,29.47 | Score: 0.95646495;
Key: 5,3,277,17.9 | Score: 0.95626044;
Key: 4,3,424,16.87 | Score: 0.9561205;
Key: 3,3,310,15.74 | Score: 0.9560931;
Key: 4,3,86,16.05 | Score: 0.9560173;
Key: 5,3,356,26.45 | Score: 0.955848;
Key: 4,3,222,14.09 | Score: 0.95580727;
Key: 2,3,467,20.75 | Score: 0.95579535;
Key: 5,3,365,26.68 | Score: 0.95574385;
Key: 4,3,403,14.09 | Score: 0.95546883;
Key: 5,3,360,15.55 | Score: 0.95534515;
Key: 5,3,293,13.19 | Score: 0.95523316;
Key: 5,3,255,13.21 | Score: 0.9551172;
Key: 6,3,225,16.9 | Score: 0.95507044;
Key: 6,3,228,16.87 | Score: 0.9550248;
Key: 4,3,426,11.99 | Score: 0.95498246;
Key: 4,3,426,11.99 | Score: 0.95498246;
Key: 4,3,280,11.68 | Score: 0.9549241;
Key: 5,3,126,15.49 | Score: 0.95485014;
Key: 2,3,77,25.48 | Score: 0.95471907;
Key: 4,3,429,4.71 | Score: 0.9544942;
Key: 4,3,232,10.38 | Score: 0.9544475;
Key: 7,3,211,23.15 | Score: 0.9542636;
Key: 4,3,238,8.67 | Score: 0.95426846;
Key: 7,3,243,23.89 | Score: 0.9542616;
Key: 5,3,369,6.12 | Score: 0.9542549;
Key: 5,3,135,14.04 | Score: 0.9543512;
Key: 4,3,324,9.32 | Score: 0.95417315;
Key: 4,3,352,6.28 | Score: 0.95412844;
Key: 5,3,252,8.24 | Score: 0.95398575;
Key: 6,3,257,10.43 | Score: 0.9539358;
Key: 4,3,363,5.77 | Score: 0.9539261;
Key: 6,3,363,8.56 | Score: 0.95388025;
Key: 7,3,133,25.2 | Score: 0.9538248;
Key: 4,3,196,9.0 | Score: 0.95381135;
Key: 6,3,376,15.0 | Score: 0.9537175;
Key: 3,3,271,13.06 | Score: 0.95572513;
Key: 7,3,224,23.52 | Score: 0.95432776;
Key: 5,3,335,17.94 | Score: 0.95583034;
Key: 3,3,236,16.59 | Score: 0.95637053;
Key: 5,3,244,14.55 | Score: 0.9556044;
Key: 5,3,292,23.82 | Score: 0.9570148;
Key: 5,3,393,13.77 | Score: 0.9547303;
Key: 5,3,320,13.62 | Score: 0.9552763;
Key: 5,3,229,21.11 | Score: 0.9572839;
Key: 12,3,153,17.4 | Score: 0.9339018;
Key: 4,3,210,14.77 | Score: 0.9562061;
Key: 4,3,355,22.32 | Score: 0.9565718;
Key: 3,3,279,17.41 | Score: 0.9565131;
Key: 3,3,389,19.29 | Score: 0.9566229;
Key: 4,3,326,20.74 | Score: 0.9565154;
Key: 4,3,332,10.33 | Score: 0.9545856;
Key: 5,3,147,24.4 | Score: 0.958266;
Key: 5,3,362,16.29 | Score: 0.95537263;
Key: 3,3,264,15.38 | Score: 0.9559582;
Key: 6,3,249,18.55 | Score: 0.95528656;
Key: 5,3,236,23.57 | Score: 0.9575451;
Key: 4,3,170,14.63 | Score: 0.95606214;
Key: 4,3,183,20.25 | Score: 0.95708925;
Key: 11,3,161,18.67 | Score: 0.9367275;
Key: 5,3,204,19.26 | Score: 0.9569618;
Key: 3,3,339,11.9 | Score: 0.95526266;
Key: 4,3,382,24.64 | Score: 0.9568014;
Key: 4,3,328,13.63 | Score: 0.9554766;
Key: 4,3,379,15.47 | Score: 0.95582277;
Key: 4,3,228,25.68 | Score: 0.95787525;
Key: 5,3,351,14.95 | Score: 0.95516247;
Key: 4,3,324,15.3 | Score: 0.95585006;
Key: 4,3,265,14.33 | Score: 0.9558248;
Key: 4,3,265,21.5 | Score: 0.9569065;
Key: 3,3,388,18.24 | Score: 0.956438;
Key: 5,3,209,17.41 | Score: 0.9565375;
Key: 4,3,370,25.58 | Score: 0.95687723;
Key: 5,3,294,16.21 | Score: 0.9557929;
Key: 5,3,314,15.49 | Score: 0.95562404;
Key: 3,3,316,18.54 | Score: 0.9566248;
Key: 5,3,292,18.42 | Score: 0.9562467;
Key: 4,3,256,21.54 | Score: 0.9569784;
Key: 3,3,295,13.71 | Score: 0.95567495;
Key: 5,3,182,12.08 | Score: 0.95441204;
Key: 4,3,352,14.28 | Score: 0.9554902;
Key: 5,3,340,12.6 | Score: 0.955074;
Key: 4,3,342,12.89 | Score: 0.9552743;
Key: 4,3,183,20.25 | Score: 0.95708925;
Key: 3,3,388,18.24 | Score: 0.956438;
Key: 6,3,251,18.17 | Score: 0.95510215;
2,0.9553942,0.95865726,4,3,86,25.64
Key: 4,3,86,25.64 | Score: 0.95865726;
Key: 5,3,147,24.4 | Score: 0.958266;
Key: 5,3,186,24.42 | Score: 0.9579144;
Key: 4,3,228,25.68 | Score: 0.95787525;
Key: 4,3,226,29.47 | Score: 0.95780516;
Key: 5,3,236,23.57 | Score: 0.9575451;
Key: 4,3,262,23.99 | Score: 0.9574706;
Key: 4,3,280,24.45 | Score: 0.9573714;
Key: 5,3,231,21.89 | Score: 0.9573409;
Key: 5,3,229,21.11 | Score: 0.9572839;
Key: 4,3,183,20.25 | Score: 0.95708925;
Key: 4,3,183,20.25 | Score: 0.95708925;
Key: 5,3,292,23.82 | Score: 0.9570148;
Key: 19,3,13,21.6 | Score: 0.9569904;
Key: 4,3,256,21.54 | Score: 0.9569784;
Key: 5,3,204,19.26 | Score: 0.9569618;
Key: 4,3,265,21.5 | Score: 0.9569065;
Key: 3,3,249,19.08 | Score: 0.956883;
Key: 3,3,249,19.08 | Score: 0.956883;
Key: 4,3,370,25.58 | Score: 0.95687723;
Key: 4,3,251,16.98 | Score: 0.95686555;
Key: 4,3,165,16.33 | Score: 0.9568247;
Key: 4,3,382,24.64 | Score: 0.9568014;
Key: 4,3,389,24.79 | Score: 0.9567294;
Key: 3,3,316,18.54 | Score: 0.9566248;
Key: 3,3,389,19.29 | Score: 0.9566229;
Key: 4,3,355,22.32 | Score: 0.9565718;
Key: 3,3,375,24.49 | Score: 0.956569;
Key: 5,3,209,17.41 | Score: 0.9565375;
Key: 5,3,209,17.41 | Score: 0.9565375;
Key: 4,3,326,20.74 | Score: 0.9565154;
Key: 3,3,279,17.41 | Score: 0.9565131;
Key: 3,3,357,29.47 | Score: 0.95646495;
Key: 3,3,388,18.24 | Score: 0.956438;
Key: 3,3,388,18.24 | Score: 0.956438;
Key: 3,3,238,16.59 | Score: 0.9563628;
Key: 5,3,277,17.9 | Score: 0.95626044;
Key: 5,3,292,18.42 | Score: 0.9562467;
Key: 4,3,211,14.77 | Score: 0.9562022;
Key: 4,3,424,16.87 | Score: 0.9561205;
Key: 3,3,311,15.74 | Score: 0.95609695;
Key: 4,3,170,14.63 | Score: 0.95606214;
Key: 4,3,86,16.05 | Score: 0.9560173;
Key: 3,3,264,15.38 | Score: 0.9559582;
Key: 4,3,324,15.3 | Score: 0.95585006;
Key: 5,3,356,26.45 | Score: 0.955848;
Key: 5,3,335,17.94 | Score: 0.95583034;
Key: 4,3,265,14.33 | Score: 0.9558248;
Key: 4,3,379,15.47 | Score: 0.95582277;
Key: 4,3,222,14.09 | Score: 0.95580727;
Key: 4,3,324,21.74 | Score: 0.9566827;
Key: 5,3,327,19.38 | Score: 0.9560326;
Key: 4,3,385,21.44 | Score: 0.9561983;
Key: 5,3,278,21.32 | Score: 0.95690674;
Key: 4,3,223,22.12 | Score: 0.9572877;
Key: 3,3,302,20.7 | Score: 0.9568214;
Key: 4,3,310,21.91 | Score: 0.9568033;
Key: 4,3,270,20.41 | Score: 0.9566671;
Key: 3,3,284,22.12 | Score: 0.9567693;
Key: 4,3,232,20.92 | Score: 0.9569745;
Key: 11,3,185,25.53 | Score: 0.94129807;
Key: 12,3,108,20.43 | Score: 0.93078613;
Key: 4,3,278,19.96 | Score: 0.956671;
Key: 5,3,285,20.64 | Score: 0.9567025;
Key: 5,3,241,19.44 | Score: 0.9568085;
Key: 4,3,183,20.25 | Score: 0.95708925;
Key: 4,3,296,19.71 | Score: 0.95647454;
Key: 4,3,182,21.53 | Score: 0.95738107;
Key: 3,3,381,21.37 | Score: 0.9565709;
Key: 4,3,379,22.44 | Score: 0.9564473;
Key: 4,3,148,20.21 | Score: 0.9572877;
Key: 5,3,309,22.95 | Score: 0.95675355;
Key: 4,3,375,18.81 | Score: 0.9564083;
Key: 4,3,324,26.64 | Score: 0.95724684;
Key: 4,3,376,25.11 | Score: 0.95685774;
Key: 4,3,325,21.64 | Score: 0.95661265;
Key: 4,3,241,18.34 | Score: 0.95713013;
Key: 5,3,331,24.7 | Score: 0.95644313;
Key: 5,3,197,20.92 | Score: 0.9573644;
Key: 5,3,220,21.42 | Score: 0.9572663;
Key: 4,3,233,21.63 | Score: 0.95716125;
Key: 4,3,234,25.14 | Score: 0.9577487;
Key: 4,3,296,18.75 | Score: 0.95679355;
