2018.02.10.20.42.15
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 11,3,148,4.93 | Score: 0.9315131;
Key: 15,3,55,11.82 | Score: 0.92755795;
Key: 7,3,115,18.07 | Score: 0.9479198;
Key: 18,3,358,8.4 | Score: 0.8380719;
Key: 17,3,476,3.0 | Score: 0.8478944;
Key: 20,3,393,26.91 | Score: 0.6301139;
Key: 9,3,166,18.62 | Score: 0.94650173;
Key: 1,3,452,6.6 | Score: 0.94840986;
Key: 1,3,373,2.34 | Score: 0.94789195;
Key: 12,3,119,27.92 | Score: 0.9335312;
Key: 9,3,103,12.39 | Score: 0.93384534;
Key: 14,3,351,22.59 | Score: 0.90223074;
Key: 4,3,177,10.56 | Score: 0.9542996;
Key: 21,3,240,2.55 | Score: 0.85401684;
Key: 10,3,464,22.65 | Score: 0.9369398;
Key: 12,3,226,6.93 | Score: 0.92639047;
Key: 11,3,482,6.98 | Score: 0.9242227;
Key: 6,3,146,15.15 | Score: 0.9528726;
Key: 2,3,4,23.94 | Score: 0.84640104;
Key: 5,3,471,21.45 | Score: 0.9553058;
Key: 19,3,131,26.47 | Score: 0.92042464;
Key: 5,3,487,9.4 | Score: 0.9540958;
Key: 11,3,112,1.15 | Score: 0.9261443;
Key: 7,3,401,6.89 | Score: 0.9517136;
Key: 11,3,490,4.83 | Score: 0.92209274;
Key: 17,3,390,4.86 | Score: 0.8459671;
Key: 11,3,441,9.54 | Score: 0.92547745;
Key: 18,3,462,25.16 | Score: 0.66762465;
Key: 12,3,278,25.73 | Score: 0.93244916;
Key: 16,3,90,24.26 | Score: 0.925801;
Key: 21,3,335,9.05 | Score: 0.82173854;
Key: 13,3,41,26.57 | Score: 0.93974274;
Key: 7,3,1,21.27 | Score: 0.8612984;
Key: 19,3,204,23.32 | Score: 0.92350286;
Key: 10,3,102,7.95 | Score: 0.9294227;
Key: 12,3,24,26.64 | Score: 0.9511053;
Key: 16,3,442,15.57 | Score: 0.85995346;
Key: 15,3,228,15.58 | Score: 0.91677624;
Key: 4,3,272,13.66 | Score: 0.95566916;
Key: 21,3,422,18.47 | Score: 0.5950101;
Key: 14,3,484,7.27 | Score: 0.89861315;
Key: 11,3,309,11.55 | Score: 0.9293518;
Key: 19,3,280,21.21 | Score: 0.81472355;
Key: 18,3,485,26.66 | Score: 0.66151625;
Key: 21,3,244,14.52 | Score: 0.7474974;
