2018.02.14.04.52.48
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 19,3,51,10.85 | Score: 0.9263527;
Key: 13,3,303,23.96 | Score: 0.9204147;
Key: 10,3,236,11.98 | Score: 0.9426307;
Key: 6,3,381,13.98 | Score: 0.9539636;
Key: 21,3,368,6.37 | Score: 0.81828785;
Key: 15,3,64,10.89 | Score: 0.9256199;
Key: 20,3,13,22.73 | Score: 0.95755285;
Key: 21,3,38,20.81 | Score: 0.9345358;
Key: 1,3,196,9.33 | Score: 0.9490071;
Key: 21,3,423,18.19 | Score: 0.59278125;
Key: 13,3,98,9.18 | Score: 0.9232728;
Key: 20,3,452,8.66 | Score: 0.8037195;
Key: 19,3,450,21.88 | Score: 0.62483996;
Key: 13,3,289,3.83 | Score: 0.90158206;
Key: 15,3,108,6.85 | Score: 0.91886836;
Key: 13,3,323,6.23 | Score: 0.91006064;
Key: 11,3,123,20.89 | Score: 0.9341766;
Key: 16,3,94,16.55 | Score: 0.92322904;
Key: 17,3,203,25.6 | Score: 0.9278372;
Key: 20,3,75,7.73 | Score: 0.91953963;
Key: 10,3,207,13.47 | Score: 0.944593;
Key: 8,3,310,23.87 | Score: 0.95029736;
Key: 1,3,7,15.34 | Score: 0.8924196;
Key: 7,3,108,10.48 | Score: 0.94085693;
Key: 20,3,39,7.1 | Score: 0.9279116;
0,0.8945741,0.95755285,20,3,13,22.73
Key: 20,3,13,22.73 | Score: 0.95755285;
Key: 6,3,381,13.98 | Score: 0.9539636;
Key: 8,3,310,23.87 | Score: 0.95029736;
Key: 1,3,196,9.33 | Score: 0.9490071;
Key: 10,3,207,13.47 | Score: 0.944593;
Key: 10,3,236,11.98 | Score: 0.9426307;
Key: 7,3,108,10.48 | Score: 0.94085693;
Key: 21,3,38,20.81 | Score: 0.9345358;
Key: 11,3,121,20.89 | Score: 0.9342308;
Key: 20,3,39,7.1 | Score: 0.9279116;
Key: 17,3,203,25.6 | Score: 0.9278372;
Key: 19,3,51,10.85 | Score: 0.9263527;
Key: 15,3,64,10.89 | Score: 0.9256199;
Key: 12,3,211,11.55 | Score: 0.9369963;
Key: 7,3,176,14.53 | Score: 0.9515915;
Key: 12,3,220,11.05 | Score: 0.93466383;
Key: 11,3,178,10.55 | Score: 0.93685263;
Key: 9,3,156,14.43 | Score: 0.94304705;
Key: 8,3,218,15.47 | Score: 0.95062304;
Key: 8,3,209,15.96 | Score: 0.95024276;
Key: 8,3,233,12.65 | Score: 0.95043284;
Key: 9,3,156,14.43 | Score: 0.94304705;
Key: 9,3,207,10.17 | Score: 0.94653445;
Key: 6,3,238,15.56 | Score: 0.9547153;
Key: 11,3,234,20.19 | Score: 0.94106466;
1,0.9422081,0.95755285,20,3,13,22.73
Key: 20,3,13,22.73 | Score: 0.95755285;
Key: 6,3,238,15.56 | Score: 0.9547153;
Key: 6,3,381,13.98 | Score: 0.9539636;
Key: 7,3,176,14.53 | Score: 0.9515915;
Key: 8,3,218,15.47 | Score: 0.95062304;
Key: 8,3,233,12.65 | Score: 0.95043284;
Key: 8,3,310,23.87 | Score: 0.95029736;
Key: 8,3,209,15.96 | Score: 0.95024276;
Key: 1,3,196,9.33 | Score: 0.9490071;
Key: 9,3,207,10.17 | Score: 0.94653445;
Key: 10,3,207,13.47 | Score: 0.944593;
Key: 9,3,156,14.43 | Score: 0.94304705;
Key: 9,3,156,14.43 | Score: 0.94304705;
Key: 5,3,202,12.17 | Score: 0.95488936;
Key: 6,3,265,14.69 | Score: 0.954386;
Key: 6,3,207,11.66 | Score: 0.9535133;
Key: 6,3,241,16.23 | Score: 0.95471925;
Key: 7,3,260,17.36 | Score: 0.95296955;
Key: 7,3,207,13.43 | Score: 0.9524228;
Key: 5,3,197,13.11 | Score: 0.95500135;
Key: 5,3,216,13.46 | Score: 0.9552233;
Key: 7,3,252,18.46 | Score: 0.95323396;
Key: 8,3,208,14.22 | Score: 0.95015574;
Key: 8,3,200,13.4 | Score: 0.9498281;
Key: 7,3,303,17.77 | Score: 0.95278525;
2,0.951391,0.95755285,20,3,13,22.73
Key: 20,3,13,22.73 | Score: 0.95755285;
Key: 5,3,216,13.46 | Score: 0.9552233;
Key: 5,3,197,13.11 | Score: 0.95500135;
Key: 5,3,202,12.17 | Score: 0.95488936;
Key: 6,3,241,16.23 | Score: 0.95471925;
Key: 6,3,238,15.56 | Score: 0.9547153;
Key: 6,3,265,14.69 | Score: 0.954386;
Key: 6,3,381,13.98 | Score: 0.9539636;
Key: 6,3,207,11.66 | Score: 0.9535133;
Key: 7,3,252,18.46 | Score: 0.95323396;
Key: 7,3,260,17.36 | Score: 0.95296955;
Key: 7,3,303,17.77 | Score: 0.95278525;
Key: 7,3,207,13.43 | Score: 0.9524228;
Key: 5,3,260,13.09 | Score: 0.9552508;
Key: 6,3,287,15.26 | Score: 0.9544594;
Key: 10,3,142,16.44 | Score: 0.93666124;
Key: 6,3,232,15.08 | Score: 0.9546241;
Key: 6,3,240,14.57 | Score: 0.95435625;
