2018.02.08.18.46.41
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 1,3,406,27.56 | Score: 0.9468619;
Key: 13,3,24,26.09 | Score: 0.9500861;
Key: 17,3,9,1.54 | Score: 0.94170046;
Key: 11,3,31,16.18 | Score: 0.94129604;
Key: 15,3,140,10.5 | Score: 0.9220759;
Key: 7,3,268,27.64 | Score: 0.9543557;
Key: 21,3,348,13.96 | Score: 0.7714861;
Key: 19,3,127,11.54 | Score: 0.9164869;
Key: 20,3,479,8.34 | Score: 0.8023276;
Key: 21,3,341,13.89 | Score: 0.77366185;
Key: 9,3,280,18.16 | Score: 0.94723517;
Key: 11,3,70,21.67 | Score: 0.93387014;
Key: 4,3,269,4.73 | Score: 0.95366937;
Key: 7,3,258,17.16 | Score: 0.9529956;
Key: 4,3,409,25.53 | Score: 0.95672554;
Key: 8,3,36,26.24 | Score: 0.94987863;
Key: 2,3,422,7.15 | Score: 0.95092934;
Key: 19,3,332,25.73 | Score: 0.8175101;
Key: 19,3,199,7.57 | Score: 0.9168012;
Key: 17,3,206,6.57 | Score: 0.9203584;
Key: 9,3,310,12.33 | Score: 0.9451227;
Key: 20,3,491,26.78 | Score: 0.6146362;
Key: 21,3,131,5.27 | Score: 0.91125154;
Key: 9,3,423,7.17 | Score: 0.9411184;
Key: 12,3,2,15.31 | Score: 0.89380234;
Key: 2,3,89,18.76 | Score: 0.95568466;
Key: 18,3,417,8.67 | Score: 0.8306966;
Key: 13,3,37,28.29 | Score: 0.9424285;
Key: 17,3,279,3.13 | Score: 0.86487895;
Key: 18,3,442,29.85 | Score: 0.8412884;
Key: 17,3,282,29.78 | Score: 0.87496287;
Key: 15,3,199,7.4 | Score: 0.9285562;
Key: 10,3,225,25.92 | Score: 0.94604975;
Key: 21,3,413,12.72 | Score: 0.59737754;
Key: 20,3,370,15.77 | Score: 0.804092;
Key: 7,3,3,9.77 | Score: 0.94350296;
Key: 6,3,341,10.83 | Score: 0.9538564;
Key: 15,3,321,14.81 | Score: 0.8876042;
Key: 19,3,130,10.93 | Score: 0.9161431;
Key: 20,3,241,1.6 | Score: 0.84535986;
Key: 9,3,110,6.15 | Score: 0.93180436;
Key: 7,3,324,15.76 | Score: 0.95245075;
Key: 8,3,302,25.98 | Score: 0.9504976;
Key: 9,3,321,7.4 | Score: 0.94135135;
Key: 10,3,366,13.52 | Score: 0.9378663;
Key: 11,3,152,19.72 | Score: 0.936342;
Key: 11,3,259,8.61 | Score: 0.93149424;
Key: 5,3,436,10.57 | Score: 0.95444936;
Key: 1,3,81,23.14 | Score: 0.94924146;
Key: 2,3,241,11.68 | Score: 0.9533604;
0,0.90195155,0.95672554,4,3,409,25.53
Key: 4,3,411,25.53 | Score: 0.9567216;
Key: 2,3,89,18.76 | Score: 0.95568466;
Key: 5,3,436,10.57 | Score: 0.95444936;
Key: 7,3,268,27.64 | Score: 0.9543557;
Key: 6,3,341,10.83 | Score: 0.9538564;
Key: 4,3,271,4.73 | Score: 0.9536751;
Key: 2,3,241,11.68 | Score: 0.9533604;
Key: 7,3,258,17.16 | Score: 0.9529956;
Key: 7,3,324,15.76 | Score: 0.95245075;
Key: 2,3,422,7.15 | Score: 0.95092934;
Key: 8,3,302,25.98 | Score: 0.9504976;
Key: 13,3,26,26.09 | Score: 0.9486167;
Key: 8,3,36,26.24 | Score: 0.94987863;
Key: 1,3,81,23.14 | Score: 0.94924146;
Key: 9,3,280,18.16 | Score: 0.94723517;
