2018.02.11.04.58.05
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 12,3,110,23.56 | Score: 0.9318997;
Key: 17,3,479,13.3 | Score: 0.8495181;
Key: 21,3,308,23.89 | Score: 0.769442;
Key: 6,3,308,11.33 | Score: 0.9540627;
Key: 12,3,292,5.09 | Score: 0.9150962;
Key: 7,3,403,4.02 | Score: 0.9506099;
Key: 14,3,496,18.52 | Score: 0.8934703;
Key: 21,3,59,18.33 | Score: 0.92609835;
Key: 16,3,136,26.57 | Score: 0.92420036;
Key: 8,3,183,6.46 | Score: 0.94783956;
Key: 7,3,421,26.23 | Score: 0.95127505;
Key: 19,3,388,7.14 | Score: 0.8145268;
Key: 1,3,364,19.84 | Score: 0.9506364;
Key: 12,3,214,2.54 | Score: 0.92516106;
Key: 11,3,167,13.19 | Score: 0.9357167;
Key: 3,3,22,6.63 | Score: 0.9451708;
Key: 13,3,104,24.12 | Score: 0.9296906;
Key: 20,3,309,26.6 | Score: 0.7897525;
Key: 16,3,272,7.79 | Score: 0.8875492;
Key: 9,3,387,26.12 | Score: 0.9445364;
Key: 20,3,181,26.0 | Score: 0.92136574;
Key: 14,3,461,3.98 | Score: 0.88867766;
Key: 5,3,303,21.21 | Score: 0.95662785;
Key: 14,3,75,14.93 | Score: 0.9262777;
Key: 12,3,378,29.63 | Score: 0.926222;
0,0.910217,0.95662785,5,3,303,21.21
Key: 5,3,303,21.21 | Score: 0.95662785;
Key: 6,3,308,11.33 | Score: 0.9540627;
Key: 7,3,421,26.23 | Score: 0.95127505;
Key: 1,3,364,19.84 | Score: 0.9506364;
Key: 7,3,403,4.02 | Score: 0.9506099;
Key: 8,3,183,6.46 | Score: 0.94783956;
Key: 3,3,22,6.63 | Score: 0.9451708;
Key: 9,3,387,26.12 | Score: 0.9445364;
Key: 11,3,167,13.19 | Score: 0.9357167;
Key: 12,3,110,23.56 | Score: 0.9318997;
Key: 13,3,104,24.12 | Score: 0.9296906;
Key: 14,3,75,14.93 | Score: 0.9262777;
Key: 12,3,378,29.63 | Score: 0.926222;
Key: 11,3,407,26.12 | Score: 0.9324905;
Key: 13,3,367,21.21 | Score: 0.91441566;
Key: 7,3,439,4.02 | Score: 0.9506059;
Key: 15,3,439,26.23 | Score: 0.88180095;
Key: 5,3,367,19.84 | Score: 0.95596;
Key: 7,3,439,26.23 | Score: 0.95091844;
Key: 15,3,403,4.02 | Score: 0.88995665;
Key: 9,3,511,19.84 | Score: 0.9419193;
Key: 15,3,423,26.23 | Score: 0.8826148;
Key: 11,3,183,6.63 | Score: 0.93954325;
Key: 11,3,407,6.63 | Score: 0.9212341;
Key: 7,3,431,26.23 | Score: 0.9510806;
1,0.93452424,0.95662785,5,3,303,21.21
Key: 5,3,303,21.21 | Score: 0.95662785;
Key: 5,3,367,19.84 | Score: 0.95596;
Key: 6,3,308,11.33 | Score: 0.9540627;
Key: 7,3,423,26.23 | Score: 0.9512289;
Key: 7,3,431,26.23 | Score: 0.9510806;
Key: 7,3,439,26.23 | Score: 0.95091844;
Key: 1,3,364,19.84 | Score: 0.9506364;
Key: 7,3,403,4.02 | Score: 0.9506099;
Key: 7,3,439,4.02 | Score: 0.9506059;
Key: 8,3,183,6.46 | Score: 0.94783956;
Key: 3,3,22,6.63 | Score: 0.9451708;
Key: 9,3,387,26.12 | Score: 0.9445364;
Key: 9,3,511,19.84 | Score: 0.9419193;
Key: 5,3,367,19.84 | Score: 0.95596;
Key: 7,3,511,26.23 | Score: 0.9498387;
Key: 7,3,447,26.23 | Score: 0.95075816;
Key: 7,3,493,26.23 | Score: 0.95011324;
Key: 7,3,511,26.23 | Score: 0.9498387;
Key: 7,3,439,11.33 | Score: 0.9518378;
Key: 7,3,511,26.23 | Score: 0.9498387;
Key: 7,3,511,19.84 | Score: 0.9500251;
Key: 9,3,511,19.84 | Score: 0.9419193;
Key: 7,3,380,19.84 | Score: 0.95196;
Key: 14,3,439,11.33 | Score: 0.8893178;
Key: 13,3,447,6.46 | Score: 0.9037044;
2,0.94585246,0.95662785,5,3,303,21.21
Key: 5,3,303,21.21 | Score: 0.95662785;
Key: 5,3,367,19.84 | Score: 0.95596;
Key: 5,3,367,19.84 | Score: 0.95596;
Key: 6,3,308,11.33 | Score: 0.9540627;
Key: 7,3,380,19.84 | Score: 0.95196;
Key: 7,3,439,11.33 | Score: 0.9518378;
Key: 7,3,423,26.23 | Score: 0.9512289;
Key: 7,3,431,26.23 | Score: 0.9510806;
Key: 7,3,439,26.23 | Score: 0.95091844;
Key: 7,3,447,26.23 | Score: 0.95075816;
Key: 1,3,364,19.84 | Score: 0.9506364;
Key: 7,3,403,4.02 | Score: 0.9506099;
Key: 7,3,439,4.02 | Score: 0.9506059;
Key: 7,3,383,19.84 | Score: 0.9518979;
Key: 7,3,439,26.23 | Score: 0.95091844;
Key: 7,3,439,26.23 | Score: 0.95091844;
Key: 7,3,511,19.84 | Score: 0.9500251;
Key: 7,3,431,26.23 | Score: 0.9510806;
Key: 7,3,511,11.33 | Score: 0.9512369;
Key: 7,3,511,19.84 | Score: 0.9500251;
Key: 7,3,447,26.23 | Score: 0.95075816;
Key: 7,3,495,26.23 | Score: 0.95008117;
Key: 7,3,511,26.23 | Score: 0.9498387;
Key: 7,3,511,26.23 | Score: 0.9498387;
Key: 7,3,439,11.33 | Score: 0.9518378;
