2018.02.08.14.17.08
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 12,3,327,16.11 | Score: 0.92407686;
Key: 7,3,92,1.26 | Score: 0.9330489;
Key: 7,3,337,11.13 | Score: 0.95251083;
Key: 2,3,348,21.95 | Score: 0.9556637;
Key: 5,3,314,1.07 | Score: 0.9531019;
Key: 9,3,478,2.39 | Score: 0.93511814;
Key: 8,3,416,25.71 | Score: 0.9477708;
Key: 3,3,341,5.6 | Score: 0.9523862;
Key: 6,3,152,6.59 | Score: 0.95009756;
Key: 2,3,64,11.94 | Score: 0.9529292;
Key: 9,3,178,7.82 | Score: 0.9456784;
Key: 15,3,314,24.38 | Score: 0.8953865;
Key: 3,3,21,18.05 | Score: 0.95659786;
Key: 16,3,188,6.4 | Score: 0.9239679;
Key: 2,3,390,3.04 | Score: 0.9497959;
Key: 12,3,393,10.02 | Score: 0.91752344;
Key: 4,3,431,7.92 | Score: 0.9540098;
Key: 2,3,439,4.54 | Score: 0.94999045;
Key: 14,3,237,10.21 | Score: 0.9120888;
Key: 20,3,28,21.05 | Score: 0.9410763;
Key: 16,3,243,10.33 | Score: 0.894651;
Key: 3,3,137,19.97 | Score: 0.9571951;
Key: 6,3,42,2.05 | Score: 0.93290615;
Key: 6,3,394,9.72 | Score: 0.9538069;
Key: 15,3,77,5.93 | Score: 0.9214336;
Key: 16,3,153,14.25 | Score: 0.92227745;
Key: 14,3,305,13.93 | Score: 0.9050577;
Key: 7,3,14,15.06 | Score: 0.9546802;
Key: 20,3,276,18.59 | Score: 0.80228186;
Key: 9,3,226,7.56 | Score: 0.9446671;
Key: 14,3,71,9.99 | Score: 0.92494154;
Key: 4,3,474,14.66 | Score: 0.95541817;
Key: 8,3,489,20.88 | Score: 0.94662577;
Key: 3,3,266,18.03 | Score: 0.9566557;
Key: 6,3,255,26.13 | Score: 0.9563756;
Key: 8,3,180,8.89 | Score: 0.9482239;
Key: 3,3,323,6.2 | Score: 0.9524459;
Key: 15,3,188,1.07 | Score: 0.9088831;
Key: 16,3,335,23.5 | Score: 0.8708374;
Key: 8,3,196,19.6 | Score: 0.9507141;
Key: 1,3,301,13.17 | Score: 0.9501147;
Key: 21,3,54,25.52 | Score: 0.92967844;
Key: 17,3,158,24.57 | Score: 0.92332476;
Key: 17,3,54,11.52 | Score: 0.9267828;
Key: 18,3,309,10.57 | Score: 0.8431306;
Key: 13,3,324,2.27 | Score: 0.90196276;
Key: 2,3,291,8.77 | Score: 0.9517842;
Key: 2,3,335,13.04 | Score: 0.95421153;
Key: 21,3,90,22.94 | Score: 0.92200327;
Key: 10,3,254,28.69 | Score: 0.94492936;
0,0.93221635,0.9571951,3,3,137,19.97
Key: 3,3,137,19.97 | Score: 0.9571951;
Key: 3,3,266,18.03 | Score: 0.9566557;
Key: 3,3,21,18.05 | Score: 0.95659786;
Key: 6,3,255,26.13 | Score: 0.9563756;
Key: 2,3,348,21.95 | Score: 0.9556637;
Key: 4,3,474,14.66 | Score: 0.95541817;
Key: 7,3,14,15.06 | Score: 0.9546802;
Key: 2,3,335,13.04 | Score: 0.95421153;
Key: 4,3,431,7.92 | Score: 0.9540098;
Key: 6,3,394,9.72 | Score: 0.9538069;
Key: 5,3,314,1.07 | Score: 0.9531019;
Key: 2,3,64,11.94 | Score: 0.9529292;
Key: 7,3,337,11.13 | Score: 0.95251083;
Key: 3,3,323,6.2 | Score: 0.9524459;
Key: 3,3,341,5.6 | Score: 0.9523862;
Key: 2,3,291,8.77 | Score: 0.9517842;
Key: 8,3,196,19.6 | Score: 0.9507141;
Key: 1,3,301,13.17 | Score: 0.9501147;
Key: 6,3,153,6.59 | Score: 0.9500678;
Key: 2,3,439,4.54 | Score: 0.94999045;
Key: 2,3,390,3.04 | Score: 0.9497959;
Key: 8,3,180,8.89 | Score: 0.9482239;
Key: 8,3,416,25.71 | Score: 0.9477708;
Key: 8,3,489,20.88 | Score: 0.94662577;
Key: 9,3,178,7.82 | Score: 0.9456784;
Key: 2,3,321,9.38 | Score: 0.95200366;
Key: 3,3,383,11.72 | Score: 0.954941;
Key: 3,3,247,16.36 | Score: 0.9562164;
Key: 6,3,204,16.39 | Score: 0.95481056;
Key: 3,3,214,14.39 | Score: 0.9558175;
Key: 3,3,79,19.01 | Score: 0.95705837;
Key: 5,3,248,16.39 | Score: 0.9560601;
Key: 6,3,296,18.65 | Score: 0.9547966;
Key: 3,3,201,19.0 | Score: 0.9569967;
Key: 1,3,370,8.86 | Score: 0.94906;
Key: 5,3,244,14.86 | Score: 0.9557144;
Key: 4,3,138,22.09 | Score: 0.9577215;
Key: 6,3,314,13.75 | Score: 0.95426106;
Key: 3,3,353,11.31 | Score: 0.9545653;
Key: 7,3,175,13.1 | Score: 0.9511647;
Key: 4,3,364,11.38 | Score: 0.9547062;
Key: 6,3,366,10.42 | Score: 0.95397544;
Key: 3,3,370,16.35 | Score: 0.9560237;
Key: 3,3,287,12.28 | Score: 0.9555517;
Key: 3,3,278,13.41 | Score: 0.95583874;
Key: 2,3,219,16.58 | Score: 0.9552458;
Key: 4,3,86,12.34 | Score: 0.95284444;
Key: 4,3,244,9.82 | Score: 0.9543035;
Key: 2,3,200,12.49 | Score: 0.953908;
Key: 5,3,339,8.37 | Score: 0.95460457;
1,0.95353884,0.9577215,4,3,138,22.09
Key: 4,3,138,22.09 | Score: 0.9577215;
Key: 3,3,137,19.97 | Score: 0.9571951;
Key: 3,3,79,19.01 | Score: 0.95705837;
Key: 3,3,201,19.0 | Score: 0.9569967;
Key: 3,3,266,18.03 | Score: 0.9566557;
Key: 3,3,21,18.05 | Score: 0.95659786;
Key: 6,3,255,26.13 | Score: 0.9563756;
Key: 3,3,247,16.36 | Score: 0.9562164;
Key: 5,3,248,16.39 | Score: 0.9560601;
Key: 3,3,370,16.35 | Score: 0.9560237;
Key: 3,3,278,13.41 | Score: 0.95583874;
Key: 3,3,214,14.39 | Score: 0.9558175;
Key: 5,3,244,14.86 | Score: 0.9557144;
Key: 2,3,348,21.95 | Score: 0.9556637;
Key: 3,3,287,12.28 | Score: 0.9555517;
Key: 4,3,474,14.66 | Score: 0.95541817;
Key: 2,3,219,16.58 | Score: 0.9552458;
Key: 3,3,383,11.72 | Score: 0.954941;
Key: 6,3,204,16.39 | Score: 0.95481056;
Key: 6,3,296,18.65 | Score: 0.9547966;
Key: 4,3,364,11.38 | Score: 0.9547062;
Key: 7,3,14,15.06 | Score: 0.9546802;
Key: 5,3,339,8.37 | Score: 0.95460457;
Key: 3,3,353,11.31 | Score: 0.9545653;
Key: 4,3,244,9.82 | Score: 0.9543035;
Key: 5,3,312,21.24 | Score: 0.9565492;
Key: 3,3,344,14.52 | Score: 0.9556095;
Key: 4,3,235,17.21 | Score: 0.95700955;
Key: 3,3,50,18.53 | Score: 0.9566538;
Key: 5,3,196,24.11 | Score: 0.95785356;
Key: 3,3,243,17.31 | Score: 0.95654774;
Key: 3,3,315,14.04 | Score: 0.95549774;
Key: 3,3,411,18.31 | Score: 0.9564457;
Key: 3,3,184,20.0 | Score: 0.95713544;
Key: 3,3,297,19.15 | Score: 0.95672315;
Key: 4,3,234,16.48 | Score: 0.95681304;
Key: 3,3,178,16.21 | Score: 0.95638984;
Key: 3,3,149,17.8 | Score: 0.9568426;
Key: 4,3,313,13.29 | Score: 0.95547074;
Key: 3,3,195,17.2 | Score: 0.9566827;
Key: 3,3,360,15.51 | Score: 0.9559081;
Key: 4,3,322,20.3 | Score: 0.95639485;
Key: 3,3,246,13.9 | Score: 0.9556461;
Key: 4,3,333,17.5 | Score: 0.9566924;
Key: 4,3,229,14.62 | Score: 0.9560874;
Key: 3,3,298,13.06 | Score: 0.95568657;
Key: 3,3,210,17.79 | Score: 0.9568021;
Key: 4,3,322,20.3 | Score: 0.95639485;
Key: 4,3,315,14.06 | Score: 0.95567495;
Key: 3,3,335,12.0 | Score: 0.9550758;
2,0.956043,0.95785356,5,3,196,24.11
Key: 5,3,196,24.11 | Score: 0.95785356;
Key: 4,3,138,22.09 | Score: 0.9577215;
Key: 3,3,137,19.97 | Score: 0.9571951;
Key: 3,3,184,20.0 | Score: 0.95713544;
Key: 3,3,79,19.01 | Score: 0.95705837;
Key: 4,3,235,17.21 | Score: 0.95700955;
Key: 3,3,201,19.0 | Score: 0.9569967;
Key: 3,3,149,17.8 | Score: 0.9568426;
Key: 4,3,234,16.48 | Score: 0.95681304;
Key: 3,3,210,17.79 | Score: 0.9568021;
Key: 3,3,297,19.15 | Score: 0.95672315;
Key: 4,3,333,17.5 | Score: 0.9566924;
Key: 3,3,195,17.2 | Score: 0.9566827;
Key: 3,3,266,18.03 | Score: 0.9566557;
Key: 3,3,50,18.53 | Score: 0.9566538;
Key: 3,3,21,18.05 | Score: 0.95659786;
Key: 5,3,312,21.24 | Score: 0.9565492;
Key: 3,3,243,17.31 | Score: 0.95654774;
Key: 3,3,411,18.31 | Score: 0.9564457;
Key: 4,3,322,20.3 | Score: 0.95639485;
Key: 4,3,322,20.3 | Score: 0.95639485;
Key: 3,3,178,16.21 | Score: 0.95638984;
