2018.02.08.23.10.45
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 2,3,50,22.38 | Score: 0.95549005;
Key: 8,3,326,10.67 | Score: 0.94920903;
Key: 14,3,137,21.12 | Score: 0.92705536;
Key: 16,3,134,26.82 | Score: 0.924253;
Key: 14,3,146,17.29 | Score: 0.92725086;
Key: 10,3,8,3.82 | Score: 0.94538736;
Key: 10,3,388,23.47 | Score: 0.9395046;
Key: 10,3,291,10.13 | Score: 0.9385162;
Key: 5,3,262,2.11 | Score: 0.95231223;
Key: 9,3,192,24.81 | Score: 0.9490208;
Key: 2,3,11,4.97 | Score: 0.9461625;
Key: 5,3,67,19.91 | Score: 0.9555376;
Key: 16,3,269,7.2 | Score: 0.8903403;
Key: 2,3,50,11.2 | Score: 0.95182043;
Key: 21,3,94,2.61 | Score: 0.91350347;
Key: 8,3,366,2.77 | Score: 0.94333047;
Key: 2,3,164,27.29 | Score: 0.9539024;
Key: 3,3,155,26.36 | Score: 0.95726067;
Key: 4,3,174,18.43 | Score: 0.9573305;
Key: 12,3,12,20.98 | Score: 0.95941645;
Key: 16,3,278,11.23 | Score: 0.88349295;
Key: 6,3,298,24.52 | Score: 0.9557805;
Key: 6,3,173,11.46 | Score: 0.9529857;
Key: 7,3,124,14.29 | Score: 0.94628334;
Key: 4,3,58,15.95 | Score: 0.95459145;
Key: 2,3,217,26.89 | Score: 0.9540302;
Key: 7,3,444,26.19 | Score: 0.95083624;
Key: 10,3,498,11.29 | Score: 0.9337559;
Key: 18,3,459,7.02 | Score: 0.8338571;
Key: 14,3,264,4.75 | Score: 0.9017258;
Key: 7,3,443,1.85 | Score: 0.94856477;
Key: 9,3,312,3.08 | Score: 0.9391244;
Key: 10,3,434,13.94 | Score: 0.9372328;
Key: 21,3,451,19.84 | Score: 0.5861408;
Key: 7,3,500,2.91 | Score: 0.9495483;
Key: 20,3,249,3.98 | Score: 0.85218;
Key: 10,3,218,21.15 | Score: 0.94560814;
Key: 7,3,363,19.38 | Score: 0.9520662;
Key: 21,3,90,23.73 | Score: 0.9220841;
Key: 8,3,234,19.31 | Score: 0.9507789;
Key: 11,3,319,27.23 | Score: 0.9363587;
Key: 7,3,429,24.55 | Score: 0.95104265;
Key: 21,3,250,6.21 | Score: 0.80001575;
Key: 8,3,489,24.74 | Score: 0.9462374;
Key: 18,3,305,15.91 | Score: 0.8349964;
Key: 8,3,240,8.3 | Score: 0.9491727;
Key: 16,3,33,20.87 | Score: 0.93942565;
Key: 1,3,96,10.67 | Score: 0.9491866;
Key: 1,3,469,24.78 | Score: 0.9486764;
Key: 5,3,182,12.69 | Score: 0.95446706;
0,0.92593694,0.95941645,12,3,12,20.98
Key: 12,3,12,20.98 | Score: 0.95941645;
Key: 4,3,174,18.43 | Score: 0.9573305;
Key: 3,3,155,26.36 | Score: 0.95726067;
Key: 6,3,298,24.52 | Score: 0.9557805;
Key: 5,3,67,19.91 | Score: 0.9555376;
Key: 2,3,50,22.38 | Score: 0.95549005;
Key: 4,3,58,15.95 | Score: 0.95459145;
Key: 5,3,182,12.69 | Score: 0.95446706;
Key: 2,3,217,26.89 | Score: 0.9540302;
Key: 2,3,164,27.29 | Score: 0.9539024;
Key: 6,3,173,11.46 | Score: 0.9529857;
Key: 5,3,262,2.11 | Score: 0.95231223;
Key: 7,3,363,19.38 | Score: 0.9520662;
Key: 2,3,50,11.2 | Score: 0.95182043;
Key: 7,3,429,24.55 | Score: 0.95104265;
Key: 7,3,444,26.19 | Score: 0.95083624;
Key: 8,3,234,19.31 | Score: 0.9507789;
Key: 7,3,500,2.91 | Score: 0.9495483;
Key: 8,3,326,10.67 | Score: 0.94920903;
Key: 1,3,96,10.67 | Score: 0.9491866;
Key: 8,3,240,8.3 | Score: 0.9491727;
Key: 9,3,192,24.81 | Score: 0.9490208;
Key: 1,3,469,24.78 | Score: 0.9486764;
Key: 7,3,443,1.85 | Score: 0.94856477;
Key: 7,3,124,14.29 | Score: 0.94628334;
Key: 2,3,134,19.05 | Score: 0.9557648;
Key: 7,3,266,21.92 | Score: 0.95358855;
Key: 5,3,115,13.71 | Score: 0.95297813;
Key: 7,3,31,21.68 | Score: 0.9508062;
Key: 4,3,231,25.9 | Score: 0.95781684;
Key: 6,3,204,18.87 | Score: 0.9554274;
Key: 8,3,93,19.71 | Score: 0.9416434;
Key: 3,3,81,15.31 | Score: 0.95574826;
Key: 9,3,97,16.85 | Score: 0.93605787;
Key: 4,3,247,18.69 | Score: 0.95701534;
Key: 4,3,239,23.46 | Score: 0.9573986;
Key: 9,3,92,16.24 | Score: 0.93525296;
Key: 6,3,248,10.7 | Score: 0.9540706;
Key: 3,3,159,26.82 | Score: 0.95723945;
Key: 6,3,194,13.32 | Score: 0.9539338;
Key: 10,3,255,11.99 | Score: 0.9410646;
Key: 4,3,174,17.87 | Score: 0.9573596;
Key: 10,3,122,20.15 | Score: 0.9363249;
Key: 4,3,323,25.72 | Score: 0.95717686;
Key: 5,3,165,14.99 | Score: 0.9553922;
Key: 3,3,111,21.62 | Score: 0.95724326;
Key: 2,3,134,19.05 | Score: 0.9557648;
Key: 3,3,54,19.17 | Score: 0.9570102;
Key: 3,3,77,13.32 | Score: 0.9552183;
Key: 4,3,206,20.88 | Score: 0.95710486;
1,0.95227426,0.95941645,12,3,12,20.98
Key: 12,3,12,20.98 | Score: 0.95941645;
Key: 4,3,231,25.9 | Score: 0.95781684;
Key: 4,3,239,23.46 | Score: 0.9573986;
Key: 4,3,174,17.87 | Score: 0.9573596;
Key: 4,3,172,18.43 | Score: 0.9573266;
Key: 3,3,155,26.36 | Score: 0.95726067;
Key: 3,3,111,21.62 | Score: 0.95724326;
Key: 3,3,159,26.82 | Score: 0.95723945;
Key: 4,3,323,25.72 | Score: 0.95717686;
Key: 4,3,206,20.88 | Score: 0.95710486;
Key: 4,3,247,18.69 | Score: 0.95701534;
Key: 3,3,54,19.17 | Score: 0.9570102;
Key: 6,3,298,24.52 | Score: 0.9557805;
Key: 2,3,134,19.05 | Score: 0.9557648;
Key: 2,3,134,19.05 | Score: 0.9557648;
Key: 3,3,81,15.31 | Score: 0.95574826;
Key: 5,3,67,19.91 | Score: 0.9555376;
Key: 2,3,50,22.38 | Score: 0.95549005;
Key: 6,3,204,18.87 | Score: 0.9554274;
Key: 5,3,165,14.99 | Score: 0.9553922;
Key: 3,3,77,13.32 | Score: 0.9552183;
Key: 4,3,58,15.95 | Score: 0.95459145;
Key: 5,3,182,12.69 | Score: 0.95446706;
Key: 6,3,248,10.7 | Score: 0.9540706;
Key: 2,3,217,26.89 | Score: 0.9540302;
Key: 4,3,235,24.68 | Score: 0.95771956;
Key: 4,3,248,21.79 | Score: 0.95714766;
Key: 4,3,138,18.31 | Score: 0.957385;
Key: 4,3,223,22.17 | Score: 0.95730907;
Key: 3,3,201,22.53 | Score: 0.9570102;
Key: 4,3,228,25.67 | Score: 0.95787525;
Key: 5,3,272,21.6 | Score: 0.95694405;
Key: 4,3,202,20.52 | Score: 0.9570601;
Key: 3,3,241,26.27 | Score: 0.95690036;
Key: 3,3,135,24.22 | Score: 0.95730305;
Key: 3,3,239,26.04 | Score: 0.9568657;
Key: 3,3,154,18.74 | Score: 0.9570218;
Key: 3,3,120,21.07 | Score: 0.95721054;
Key: 4,3,193,26.13 | Score: 0.9581242;
Key: 3,3,149,17.02 | Score: 0.9565902;
Key: 4,3,186,17.94 | Score: 0.95724684;
Key: 3,3,145,22.71 | Score: 0.95719904;
Key: 4,3,174,23.45 | Score: 0.9578226;
Key: 5,3,218,22.39 | Score: 0.9574862;
Key: 4,3,153,21.69 | Score: 0.9576281;
Key: 4,3,165,22.39 | Score: 0.9577079;
Key: 4,3,199,25.14 | Score: 0.9580036;
Key: 4,3,156,20.61 | Score: 0.9573636;
Key: 3,3,107,23.0 | Score: 0.95722216;
Key: 5,3,116,17.45 | Score: 0.9559246;
2,0.9567745,0.95941645,12,3,12,20.98
Key: 12,3,12,20.98 | Score: 0.95941645;
Key: 4,3,193,26.13 | Score: 0.9581242;
Key: 4,3,199,25.14 | Score: 0.9580036;
Key: 4,3,228,25.67 | Score: 0.95787525;
Key: 4,3,174,23.45 | Score: 0.9578226;
Key: 4,3,231,25.9 | Score: 0.95781684;
Key: 4,3,235,24.68 | Score: 0.95771956;
Key: 4,3,165,22.39 | Score: 0.9577079;
Key: 4,3,153,21.69 | Score: 0.9576281;
Key: 5,3,218,22.39 | Score: 0.9574862;
Key: 4,3,239,23.46 | Score: 0.9573986;
Key: 4,3,138,18.31 | Score: 0.957385;
Key: 4,3,156,20.61 | Score: 0.9573636;
Key: 4,3,174,17.87 | Score: 0.9573596;
Key: 4,3,172,18.43 | Score: 0.9573266;
Key: 4,3,223,22.17 | Score: 0.95730907;
Key: 3,3,135,24.22 | Score: 0.95730305;
Key: 3,3,155,26.36 | Score: 0.95726067;
Key: 4,3,186,17.94 | Score: 0.95724684;
Key: 3,3,111,21.62 | Score: 0.95724326;
Key: 3,3,159,26.82 | Score: 0.95723945;
Key: 3,3,106,23.0 | Score: 0.957197;
Key: 3,3,121,21.07 | Score: 0.9572067;
Key: 3,3,144,22.71 | Score: 0.9571894;
Key: 4,3,323,25.72 | Score: 0.95717686;
Key: 4,3,177,23.3 | Score: 0.9578188;
Key: 4,3,137,21.26 | Score: 0.95751333;
Key: 8,3,123,22.83 | Score: 0.9472063;
Key: 4,3,183,25.06 | Score: 0.9580658;
Key: 4,3,213,20.7 | Score: 0.95713204;
Key: 4,3,197,20.3 | Score: 0.95701146;
Key: 8,3,85,20.8 | Score: 0.94211674;
Key: 4,3,149,19.78 | Score: 0.9572702;
Key: 4,3,194,23.19 | Score: 0.9576826;
Key: 4,3,191,23.68 | Score: 0.9577487;
Key: 4,3,144,22.95 | Score: 0.9579082;
Key: 4,3,182,24.95 | Score: 0.9580094;
Key: 8,3,121,23.44 | Score: 0.9471902;
Key: 4,3,189,24.26 | Score: 0.95789075;
Key: 8,3,73,22.6 | Score: 0.94351053;
Key: 4,3,226,23.92 | Score: 0.95765734;
Key: 4,3,187,24.45 | Score: 0.9579472;
Key: 4,3,208,24.15 | Score: 0.9578304;
Key: 4,3,196,22.65 | Score: 0.95758724;
Key: 9,3,115,21.68 | Score: 0.9399907;
Key: 9,3,115,21.68 | Score: 0.9399907;
Key: 4,3,175,23.37 | Score: 0.95780516;
Key: 4,3,149,19.78 | Score: 0.9572702;
Key: 4,3,187,21.5 | Score: 0.95733446;
Key: 4,3,198,24.15 | Score: 0.9578207;
3,0.95588225,0.95941645,12,3,12,20.98
Key: 12,3,12,20.98 | Score: 0.95941645;
Key: 4,3,193,26.13 | Score: 0.9581242;
Key: 4,3,183,25.06 | Score: 0.9580658;
Key: 4,3,182,24.95 | Score: 0.9580094;
Key: 4,3,199,25.14 | Score: 0.9580036;
Key: 4,3,187,24.45 | Score: 0.9579472;
Key: 4,3,144,22.95 | Score: 0.9579082;
Key: 4,3,189,24.26 | Score: 0.95789075;
Key: 4,3,228,25.67 | Score: 0.95787525;
Key: 4,3,208,24.15 | Score: 0.9578304;
Key: 4,3,174,23.45 | Score: 0.9578226;
Key: 4,3,198,24.15 | Score: 0.9578207;
