2018.03.11.22.34.03
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 6,3,267,10.24 | Score: 0.92973685;
Key: 19,3,135,8.92 | Score: 0.94917244;
Key: 12,3,498,2.77 | Score: 0.9546775;
Key: 20,3,372,4.04 | Score: 0.9514019;
Key: 4,3,479,21.14 | Score: 0.9289618;
Key: 18,3,180,22.9 | Score: 0.93916094;
Key: 5,3,346,25.05 | Score: 0.9280876;
Key: 20,3,328,1.19 | Score: 0.9336301;
Key: 2,3,161,5.38 | Score: 0.9377823;
Key: 10,3,466,19.77 | Score: 0.9184371;
Key: 6,3,287,19.77 | Score: 0.92578775;
Key: 14,3,450,3.97 | Score: 0.9567289;
Key: 11,3,101,11.5 | Score: 0.9257505;
Key: 14,3,366,1.37 | Score: 0.965516;
Key: 21,3,270,18.41 | Score: 0.94997966;
0,0.9396541,0.965516,14,3,366,1.37
Key: 14,3,364,1.37 | Score: 0.96551967;
Key: 14,3,450,3.97 | Score: 0.9567289;
Key: 12,3,498,2.77 | Score: 0.9546775;
Key: 20,3,372,4.04 | Score: 0.9514019;
Key: 21,3,270,18.41 | Score: 0.94997966;
Key: 19,3,135,8.92 | Score: 0.94917244;
Key: 18,3,180,22.9 | Score: 0.93916094;
Key: 2,3,160,5.38 | Score: 0.93778396;
Key: 17,3,411,4.0 | Score: 0.96025795;
Key: 17,3,318,9.82 | Score: 0.95541257;
Key: 16,3,293,6.44 | Score: 0.9570891;
Key: 16,3,385,10.57 | Score: 0.94968945;
Key: 17,3,361,11.16 | Score: 0.9530036;
Key: 16,3,384,10.57 | Score: 0.9497049;
Key: 20,3,321,11.22 | Score: 0.9537908;
1,0.9522249,0.96551967,14,3,364,1.37
Key: 14,3,364,1.37 | Score: 0.96551967;
Key: 17,3,411,4.0 | Score: 0.96025795;
Key: 16,3,293,6.44 | Score: 0.9570891;
Key: 14,3,450,3.97 | Score: 0.9567289;
Key: 17,3,318,9.82 | Score: 0.95541257;
Key: 12,3,498,2.77 | Score: 0.9546775;
Key: 20,3,321,11.22 | Score: 0.9537908;
Key: 17,3,361,11.16 | Score: 0.9530036;
Key: 15,3,329,3.89 | Score: 0.95938575;
Key: 16,3,305,8.13 | Score: 0.95401233;
Key: 13,3,474,3.37 | Score: 0.9520365;
Key: 14,3,407,2.66 | Score: 0.9618498;
Key: 15,3,329,3.89 | Score: 0.95938575;
Key: 13,3,474,3.37 | Score: 0.9520365;
Key: 13,3,431,2.07 | Score: 0.95980954;
2,0.9569998,0.96551967,14,3,364,1.37
Key: 14,3,364,1.37 | Score: 0.96551967;
Key: 14,3,407,2.66 | Score: 0.9618498;
Key: 17,3,411,4.0 | Score: 0.96025795;
