2018.03.09.14.58.52
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 10,3,36,27.68 | Score: 0.9342735;
Key: 10,3,379,26.98 | Score: 0.9183341;
Key: 21,3,207,8.89 | Score: 0.9558755;
Key: 13,3,184,29.17 | Score: 0.92000914;
Key: 8,3,225,12.22 | Score: 0.9249555;
Key: 1,3,153,9.63 | Score: 0.9215681;
Key: 10,3,20,26.31 | Score: 0.94231987;
Key: 12,3,374,17.67 | Score: 0.9232706;
Key: 5,3,203,4.67 | Score: 0.93990535;
Key: 17,3,443,29.73 | Score: 0.93908;
0,0.93195915,0.9558755,21,3,207,8.89
Key: 21,3,207,8.89 | Score: 0.9558755;
Key: 10,3,20,26.31 | Score: 0.94231987;
Key: 5,3,203,4.67 | Score: 0.93990535;
Key: 17,3,443,29.73 | Score: 0.93908;
Key: 10,3,36,27.68 | Score: 0.9342735;
Key: 8,3,111,15.5 | Score: 0.9243507;
Key: 19,3,324,19.22 | Score: 0.9500822;
Key: 8,3,111,15.5 | Score: 0.9243507;
Key: 16,3,114,17.54 | Score: 0.9264526;
Key: 13,3,231,28.02 | Score: 0.9209199;
1,0.9357611,0.9558755,21,3,207,8.89
Key: 21,3,206,8.89 | Score: 0.95593673;
Key: 19,3,324,19.22 | Score: 0.9500822;
Key: 10,3,20,26.31 | Score: 0.94231987;
Key: 5,3,203,4.67 | Score: 0.93990535;
Key: 17,3,443,29.73 | Score: 0.93908;
Key: 12,3,264,11.98 | Score: 0.9282107;
Key: 20,3,265,14.04 | Score: 0.9535083;
Key: 13,3,205,6.8 | Score: 0.940264;
Key: 13,3,205,6.8 | Score: 0.940264;
2018.03.09.16.21.50
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 15,3,173,22.75 | Score: 0.9280776;
2,0.94176483,0.95593673,21,3,206,8.89
Key: 21,3,206,8.89 | Score: 0.95593673;
Key: 20,3,265,14.04 | Score: 0.9535083;
Key: 19,3,324,19.22 | Score: 0.9500822;
Key: 10,3,20,26.31 | Score: 0.94231987;
Key: 13,3,205,6.8 | Score: 0.940264;
Key: 3,3,124,15.7 | Score: 0.9292246;
Key: 20,3,294,16.63 | Score: 0.951751;
Key: 20,3,294,16.63 | Score: 0.951751;
Key: 16,3,298,29.28 | Score: 0.9340702;
Key: 21,3,235,11.46 | Score: 0.954098;
Key: 20,3,265,14.04 | Score: 0.9535083;
Key: 15,3,173,22.75 | Score: 0.9280776;
3,0.9481298,0.95593673,21,3,206,8.89
Key: 18,3,449,20.25 | Score: 0.9484341;
Key: 14,3,349,8.12 | Score: 0.94514745;
Key: 4,3,333,14.44 | Score: 0.9296434;
Key: 21,3,204,8.89 | Score: 0.9561347;
Key: 21,3,235,11.46 | Score: 0.954098;
