2018.03.11.15.42.07
generation,average_fitness,best_fitness,best_w,best_w_n,best_s_r,best_lambda
Key: 13,3,339,24.79 | Score: 0.9225436;
Key: 3,3,143,22.89 | Score: 0.9305619;
Key: 21,3,321,6.6 | Score: 0.9496163;
Key: 17,3,386,17.67 | Score: 0.9462115;
Key: 2,3,490,1.26 | Score: 0.9565625;
Key: 5,3,69,17.26 | Score: 0.9293126;
Key: 1,3,259,24.56 | Score: 0.92401385;
Key: 16,3,408,21.12 | Score: 0.9398708;
Key: 12,3,199,4.77 | Score: 0.9429791;
Key: 13,3,366,11.2 | Score: 0.93602;
Key: 15,3,332,9.3 | Score: 0.9474699;
Key: 5,3,354,3.08 | Score: 0.94549733;
Key: 14,3,451,23.16 | Score: 0.9283979;
Key: 14,3,498,23.24 | Score: 0.92845446;
Key: 21,3,82,17.3 | Score: 0.9207388;
Key: 10,3,374,8.13 | Score: 0.9303695;
Key: 14,3,195,4.61 | Score: 0.9513985;
Key: 16,3,231,23.81 | Score: 0.9343866;
Key: 14,3,95,10.53 | Score: 0.9289734;
Key: 7,3,10,20.75 | Score: 0.928211;
Key: 15,3,345,21.5 | Score: 0.9335605;
Key: 7,3,372,4.56 | Score: 0.93845886;
Key: 4,3,103,16.66 | Score: 0.92932975;
Key: 18,3,313,16.87 | Score: 0.94950527;
Key: 21,3,338,21.86 | Score: 0.9471632;
0,0.93678427,0.9565625,2,3,490,1.26
Key: 2,3,490,1.26 | Score: 0.9565625;
Key: 14,3,195,4.61 | Score: 0.9513985;
Key: 21,3,321,6.6 | Score: 0.9496163;
Key: 18,3,313,16.87 | Score: 0.94950527;
Key: 15,3,332,9.3 | Score: 0.9474699;
Key: 21,3,338,21.86 | Score: 0.9471632;
Key: 17,3,386,17.67 | Score: 0.9462115;
Key: 5,3,354,3.08 | Score: 0.94549733;
Key: 12,3,199,4.77 | Score: 0.9429791;
Key: 16,3,408,21.12 | Score: 0.9398708;
Key: 7,3,372,4.56 | Score: 0.93845886;
Key: 13,3,366,11.2 | Score: 0.93602;
Key: 16,3,231,23.81 | Score: 0.9343866;
Key: 18,3,335,15.58 | Score: 0.9513556;
Key: 19,3,364,13.82 | Score: 0.9529489;
Key: 10,3,274,3.85 | Score: 0.9436947;
Key: 16,3,359,13.48 | Score: 0.94611496;
Key: 10,3,343,6.19 | Score: 0.93534654;
Key: 10,3,402,9.04 | Score: 0.928366;
Key: 17,3,360,18.98 | Score: 0.9447427;
Key: 14,3,266,7.04 | Score: 0.9486136;
Key: 8,3,411,5.26 | Score: 0.9377741;
Key: 11,3,414,11.51 | Score: 0.9265431;
Key: 16,3,254,10.73 | Score: 0.9477064;
Key: 20,3,317,11.73 | Score: 0.95370007;
1,0.94408196,0.9565625,2,3,490,1.26
Key: 2,3,490,1.26 | Score: 0.9565625;
Key: 20,3,317,11.73 | Score: 0.95370007;
Key: 19,3,364,13.82 | Score: 0.9529489;
Key: 14,3,195,4.61 | Score: 0.9513985;
Key: 18,3,333,15.58 | Score: 0.951397;
